es_id;se_id;statistics_id;value_float;value_integer;value_string
3782;2680;9;1.9450909999818577;;
3783;2681;1;31.52143900001647;;
3784;2682;1;59.67725000004975;;
3785;2683;1;59.02030599986574;;
3786;2684;1;77.55706099987947;;
3787;2685;1;85.13440999990962;;
3788;2686;1;123.74548900015725;;
3789;2687;1;80.05907799997658;;
3790;2688;1;57.505429999991975;;
3791;2689;1;105.5615630000375;;
3792;2690;1;17.655218000072637;;
3793;2691;1;60.04751099999339;;
3794;2692;1;24.79817800008277;;
3795;2693;1;36.20274099989729;;
3796;2694;1;44.25458900004742;;
3797;2695;1;167.100075999997;;
3798;2696;1;84.69979300002706;;
3799;2697;1;46.648014999846055;;
3800;2698;1;109.88351199989665;;
3801;2699;1;67.49714299985499;;
3802;2700;1;47.573452000051475;;
3803;2701;1;54.12715800002843;;
3804;2702;1;43.18653600012112;;
3805;2703;1;67.08795600002304;;
3806;2704;1;67.60215099984634;;
3807;2705;1;98.89556600001015;;
3808;2706;2;1.4952239998820005;;
3809;2707;2;3.742124999916996;;
3810;2708;2;3.63728499996796;;
3811;2709;2;2.774507999902198;;
3812;2710;2;2.991188000123657;;
3813;2711;2;2.936544000021968;;
3814;2712;2;2.882969999973284;;
3815;2713;2;2.5088279999181395;;
3816;2714;2;3.1989190001695533;;
3817;2715;2;2.2604589998991287;;
3818;2716;2;2.5968730001295626;;
3819;2717;2;2.499727999975221;;
3820;2718;2;2.0433079998838366;;
3821;2719;2;2.5843349999377097;;
3822;2720;2;2.4222249999183987;;
3823;2721;2;2.2597399999995105;;
3824;2722;2;1.9772410000769014;;
3825;2723;2;2.061256999922989;;
3826;2724;2;2.0168459998330945;;
3827;2725;2;2.047357000037664;;
3828;2726;2;1.96335700002237;;
3829;2727;2;2.090212999974028;;
3830;2728;2;2.0452249998470506;;
3831;2729;2;2.148920000081489;;
3832;2730;2;1.92426700004944;;
3833;2731;3;;;['tree_ORTHOMCL1_Inner1.nexus', 'tree_ORTHOMCL1_Inner2.nexus', 'tree_ORTHOMCL1_Inner3.nexus']
3834;2731;6;678.9092559999972;;
3886;2757;1;18.234946999882595;;
3887;2758;1;38.724504000128945;;
3888;2759;1;35.10045400003037;;
3835;2732;3;;;['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus', 'tree_ORTHOMCL256_Inner3.nexus', 'tree_ORTHOMCL256_Inner4.nexus', 'tree_ORTHOMCL256_Inner5.nexus', 'tree_ORTHOMCL256_Inner6.nexus', 'tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus']
3836;2732;6;2335.316980000016;;
3837;2733;3;;;['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus', 'tree_ORTHOMCL256_2_Inner3.nexus', 'tree_ORTHOMCL256_2_Inner4.nexus', 'tree_ORTHOMCL256_2_Inner5.nexus', 'tree_ORTHOMCL256_2_Inner6.nexus', 'tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus']
3838;2733;6;2357.8171289999545;;
3839;2734;3;;;['tree_ORTHOMCL320_Inner1.nexus', 'tree_ORTHOMCL320_Inner2.nexus', 'tree_ORTHOMCL320_Inner3.nexus', 'tree_ORTHOMCL320_Inner4.nexus', 'tree_ORTHOMCL320_Inner5.nexus', 'tree_ORTHOMCL320_Inner6.nexus', 'tree_ORTHOMCL320_Inner7.nexus']
3840;2734;6;1737.937674999955;;
3841;2735;3;;;['tree_ORTHOMCL337_Inner1.nexus', 'tree_ORTHOMCL337_Inner2.nexus', 'tree_ORTHOMCL337_Inner3.nexus', 'tree_ORTHOMCL337_Inner4.nexus', 'tree_ORTHOMCL337_Inner5.nexus', 'tree_ORTHOMCL337_Inner6.nexus', 'tree_ORTHOMCL337_Inner7.nexus']
3842;2735;6;1774.461749000011;;
3843;2736;3;;;['tree_ORTHOMCL358_Inner1.nexus', 'tree_ORTHOMCL358_Inner2.nexus', 'tree_ORTHOMCL358_Inner3.nexus', 'tree_ORTHOMCL358_Inner4.nexus', 'tree_ORTHOMCL358_Inner5.nexus', 'tree_ORTHOMCL358_Inner6.nexus', 'tree_ORTHOMCL358_Inner7.nexus']
3844;2736;6;1674.5778019999875;;
3845;2737;3;;;['tree_ORTHOMCL364_Inner1.nexus', 'tree_ORTHOMCL364_Inner2.nexus', 'tree_ORTHOMCL364_Inner3.nexus', 'tree_ORTHOMCL364_Inner4.nexus', 'tree_ORTHOMCL364_Inner5.nexus', 'tree_ORTHOMCL364_Inner6.nexus', 'tree_ORTHOMCL364_Inner7.nexus']
3846;2737;6;1732.8515830000129;;
3847;2738;3;;;['tree_ORTHOMCL371_Inner1.nexus', 'tree_ORTHOMCL371_Inner2.nexus', 'tree_ORTHOMCL371_Inner3.nexus', 'tree_ORTHOMCL371_Inner4.nexus', 'tree_ORTHOMCL371_Inner5.nexus', 'tree_ORTHOMCL371_Inner6.nexus']
3848;2738;6;1462.2896219999575;;
3849;2739;3;;;['tree_ORTHOMCL374_Inner1.nexus', 'tree_ORTHOMCL374_Inner2.nexus', 'tree_ORTHOMCL374_Inner3.nexus', 'tree_ORTHOMCL374_Inner4.nexus', 'tree_ORTHOMCL374_Inner5.nexus', 'tree_ORTHOMCL374_Inner6.nexus', 'tree_ORTHOMCL374_Inner7.nexus']
3850;2739;6;1858.0405399999904;;
3851;2740;3;;;['tree_ORTHOMCL421_Inner1.nexus', 'tree_ORTHOMCL421_Inner2.nexus', 'tree_ORTHOMCL421_Inner3.nexus', 'tree_ORTHOMCL421_Inner4.nexus', 'tree_ORTHOMCL421_Inner5.nexus', 'tree_ORTHOMCL421_Inner6.nexus']
3852;2740;6;1401.3556680000079;;
3853;2741;3;;;['tree_ORTHOMCL424_Inner1.nexus', 'tree_ORTHOMCL424_Inner2.nexus', 'tree_ORTHOMCL424_Inner3.nexus', 'tree_ORTHOMCL424_Inner4.nexus', 'tree_ORTHOMCL424_Inner5.nexus', 'tree_ORTHOMCL424_Inner6.nexus']
3854;2741;6;1378.832769999974;;
3855;2742;3;;;['tree_ORTHOMCL441_Inner1.nexus', 'tree_ORTHOMCL441_Inner2.nexus', 'tree_ORTHOMCL441_Inner3.nexus', 'tree_ORTHOMCL441_Inner4.nexus', 'tree_ORTHOMCL441_Inner5.nexus', 'tree_ORTHOMCL441_Inner6.nexus']
3856;2742;6;1594.6166109999922;;
3857;2743;3;;;['tree_ORTHOMCL458_Inner1.nexus', 'tree_ORTHOMCL458_Inner2.nexus', 'tree_ORTHOMCL458_Inner3.nexus', 'tree_ORTHOMCL458_Inner4.nexus', 'tree_ORTHOMCL458_Inner5.nexus']
3858;2743;6;1194.9042809999924;;
3859;2744;3;;;['tree_ORTHOMCL465_Inner1.nexus', 'tree_ORTHOMCL465_Inner2.nexus', 'tree_ORTHOMCL465_Inner3.nexus', 'tree_ORTHOMCL465_Inner4.nexus', 'tree_ORTHOMCL465_Inner5.nexus', 'tree_ORTHOMCL465_Inner6.nexus']
3860;2744;6;1501.102125999978;;
3861;2745;3;;;['tree_ORTHOMCL508_Inner1.nexus', 'tree_ORTHOMCL508_Inner2.nexus', 'tree_ORTHOMCL508_Inner3.nexus', 'tree_ORTHOMCL508_Inner4.nexus', 'tree_ORTHOMCL508_Inner5.nexus']
3862;2745;6;1200.8793429999969;;
3863;2746;3;;;['tree_ORTHOMCL510_Inner1.nexus', 'tree_ORTHOMCL510_Inner2.nexus', 'tree_ORTHOMCL510_Inner3.nexus', 'tree_ORTHOMCL510_Inner4.nexus', 'tree_ORTHOMCL510_Inner5.nexus']
3864;2746;6;1161.4642580000236;;
3865;2747;3;;;['tree_ORTHOMCL515_Inner1.nexus', 'tree_ORTHOMCL515_Inner2.nexus', 'tree_ORTHOMCL515_Inner3.nexus', 'tree_ORTHOMCL515_Inner4.nexus', 'tree_ORTHOMCL515_Inner5.nexus']
3866;2747;6;1135.2202780000198;;
3867;2748;3;;;['tree_ORTHOMCL524_Inner1.nexus', 'tree_ORTHOMCL524_Inner2.nexus', 'tree_ORTHOMCL524_Inner3.nexus', 'tree_ORTHOMCL524_Inner4.nexus', 'tree_ORTHOMCL524_Inner5.nexus']
3868;2748;6;1174.5018520000485;;
3869;2749;3;;;['tree_ORTHOMCL525_Inner1.nexus', 'tree_ORTHOMCL525_Inner2.nexus', 'tree_ORTHOMCL525_Inner3.nexus', 'tree_ORTHOMCL525_Inner4.nexus', 'tree_ORTHOMCL525_Inner5.nexus']
3870;2749;6;1167.3196099999927;;
3871;2750;3;;;['tree_ORTHOMCL526_Inner1.nexus', 'tree_ORTHOMCL526_Inner2.nexus', 'tree_ORTHOMCL526_Inner3.nexus', 'tree_ORTHOMCL526_Inner4.nexus', 'tree_ORTHOMCL526_Inner5.nexus']
3872;2750;6;1239.4144780000147;;
3873;2751;3;;;['tree_ORTHOMCL534_Inner1.nexus', 'tree_ORTHOMCL534_Inner2.nexus', 'tree_ORTHOMCL534_Inner3.nexus', 'tree_ORTHOMCL534_Inner4.nexus', 'tree_ORTHOMCL534_Inner5.nexus']
3874;2751;6;1150.677844000029;;
3875;2752;3;;;['tree_ORTHOMCL537_Inner1.nexus', 'tree_ORTHOMCL537_Inner2.nexus', 'tree_ORTHOMCL537_Inner3.nexus', 'tree_ORTHOMCL537_Inner4.nexus', 'tree_ORTHOMCL537_Inner5.nexus']
3876;2752;6;1161.7000880000887;;
3877;2753;3;;;['tree_ORTHOMCL540_Inner1.nexus', 'tree_ORTHOMCL540_Inner2.nexus', 'tree_ORTHOMCL540_Inner3.nexus', 'tree_ORTHOMCL540_Inner4.nexus', 'tree_ORTHOMCL540_Inner5.nexus']
3878;2753;6;1164.6074389999512;;
3879;2754;3;;;['tree_ORTHOMCL557_Inner1.nexus', 'tree_ORTHOMCL557_Inner2.nexus', 'tree_ORTHOMCL557_Inner3.nexus', 'tree_ORTHOMCL557_Inner4.nexus', 'tree_ORTHOMCL557_Inner5.nexus']
3880;2754;6;1207.014326000035;;
3881;2755;3;;;['tree_ORTHOMCL581_Inner1.nexus', 'tree_ORTHOMCL581_Inner2.nexus', 'tree_ORTHOMCL581_Inner3.nexus', 'tree_ORTHOMCL581_Inner4.nexus', 'tree_ORTHOMCL581_Inner5.nexus']
3882;2755;6;1152.7587540000468;;
3883;2756;7;;8;
3884;2756;8;;;{'1': {'tree_ORTHOMCL256_Inner4.nexus': ['tree_ORTHOMCL256_2_Inner4.nexus', 'tree_ORTHOMCL256_2_Inner5.nexus', 'tree_ORTHOMCL256_2_Inner6.nexus', 'tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus'], 'tree_ORTHOMCL256_Inner5.nexus': ['tree_ORTHOMCL256_2_Inner4.nexus'], 'tree_ORTHOMCL256_Inner6.nexus': ['tree_ORTHOMCL256_2_Inner4.nexus'], 'tree_ORTHOMCL256_Inner7.nexus': ['tree_ORTHOMCL256_2_Inner4.nexus'], 'tree_ORTHOMCL256_Inner8.nexus': ['tree_ORTHOMCL256_2_Inner4.nexus'], 'tree_ORTHOMCL256_2_Inner4.nexus': ['tree_ORTHOMCL256_Inner4.nexus', 'tree_ORTHOMCL256_Inner5.nexus', 'tree_ORTHOMCL256_Inner6.nexus', 'tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus'], 'tree_ORTHOMCL256_2_Inner5.nexus': ['tree_ORTHOMCL256_Inner4.nexus'], 'tree_ORTHOMCL256_2_Inner6.nexus': ['tree_ORTHOMCL256_Inner4.nexus'], 'tree_ORTHOMCL256_2_Inner7.nexus': ['tree_ORTHOMCL256_Inner4.nexus'], 'tree_ORTHOMCL256_2_Inner8.nexus': ['tree_ORTHOMCL256_Inner4.nexus']}, '2': {'tree_ORTHOMCL256_Inner1.nexus': ['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus', 'tree_ORTHOMCL256_2_Inner3.nexus', 'tree_ORTHOMCL256_2_Inner5.nexus', 'tree_ORTHOMCL256_2_Inner6.nexus', 'tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus'], 'tree_ORTHOMCL256_Inner2.nexus': ['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus', 'tree_ORTHOMCL256_2_Inner3.nexus', 'tree_ORTHOMCL256_2_Inner5.nexus', 'tree_ORTHOMCL256_2_Inner6.nexus', 'tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus'], 'tree_ORTHOMCL256_Inner3.nexus': ['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus'], 'tree_ORTHOMCL256_Inner5.nexus': ['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus'], 'tree_ORTHOMCL256_Inner6.nexus': ['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus'], 'tree_ORTHOMCL256_Inner7.nexus': ['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus'], 'tree_ORTHOMCL256_Inner8.nexus': ['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus'], 'tree_ORTHOMCL256_2_Inner1.nexus': ['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus', 'tree_ORTHOMCL256_Inner3.nexus', 'tree_ORTHOMCL256_Inner5.nexus', 'tree_ORTHOMCL256_Inner6.nexus', 'tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus'], 'tree_ORTHOMCL256_2_Inner2.nexus': ['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus', 'tree_ORTHOMCL256_Inner3.nexus', 'tree_ORTHOMCL256_Inner5.nexus', 'tree_ORTHOMCL256_Inner6.nexus', 'tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus'], 'tree_ORTHOMCL256_2_Inner3.nexus': ['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus'], 'tree_ORTHOMCL256_2_Inner5.nexus': ['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus'], 'tree_ORTHOMCL256_2_Inner6.nexus': ['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus'], 'tree_ORTHOMCL256_2_Inner7.nexus': ['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus'], 'tree_ORTHOMCL256_2_Inner8.nexus': ['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus']}, '3': {'tree_ORTHOMCL256_Inner3.nexus': ['tree_ORTHOMCL256_2_Inner3.nexus', 'tree_ORTHOMCL256_2_Inner5.nexus', 'tree_ORTHOMCL256_2_Inner6.nexus', 'tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus'], 'tree_ORTHOMCL256_Inner5.nexus': ['tree_ORTHOMCL256_2_Inner3.nexus'], 'tree_ORTHOMCL256_Inner6.nexus': ['tree_ORTHOMCL256_2_Inner3.nexus'], 'tree_ORTHOMCL256_Inner7.nexus': ['tree_ORTHOMCL256_2_Inner3.nexus'], 'tree_ORTHOMCL256_Inner8.nexus': ['tree_ORTHOMCL256_2_Inner3.nexus'], 'tree_ORTHOMCL256_2_Inner3.nexus': ['tree_ORTHOMCL256_Inner3.nexus', 'tree_ORTHOMCL256_Inner5.nexus', 'tree_ORTHOMCL256_Inner6.nexus', 'tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus'], 'tree_ORTHOMCL256_2_Inner5.nexus': ['tree_ORTHOMCL256_Inner3.nexus'], 'tree_ORTHOMCL256_2_Inner6.nexus': ['tree_ORTHOMCL256_Inner3.nexus'], 'tree_ORTHOMCL256_2_Inner7.nexus': ['tree_ORTHOMCL256_Inner3.nexus'], 'tree_ORTHOMCL256_2_Inner8.nexus': ['tree_ORTHOMCL256_Inner3.nexus']}, '4': {'tree_ORTHOMCL256_Inner5.nexus': ['tree_ORTHOMCL256_2_Inner5.nexus', 'tree_ORTHOMCL256_2_Inner6.nexus', 'tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus'], 'tree_ORTHOMCL256_Inner6.nexus': ['tree_ORTHOMCL256_2_Inner5.nexus'], 'tree_ORTHOMCL256_Inner7.nexus': ['tree_ORTHOMCL256_2_Inner5.nexus'], 'tree_ORTHOMCL256_Inner8.nexus': ['tree_ORTHOMCL256_2_Inner5.nexus'], 'tree_ORTHOMCL256_2_Inner5.nexus': ['tree_ORTHOMCL256_Inner5.nexus', 'tree_ORTHOMCL256_Inner6.nexus', 'tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus'], 'tree_ORTHOMCL256_2_Inner6.nexus': ['tree_ORTHOMCL256_Inner5.nexus'], 'tree_ORTHOMCL256_2_Inner7.nexus': ['tree_ORTHOMCL256_Inner5.nexus'], 'tree_ORTHOMCL256_2_Inner8.nexus': ['tree_ORTHOMCL256_Inner5.nexus']}, '5': {'tree_ORTHOMCL256_Inner6.nexus': ['tree_ORTHOMCL256_2_Inner6.nexus', 'tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus'], 'tree_ORTHOMCL256_Inner7.nexus': ['tree_ORTHOMCL256_2_Inner6.nexus'], 'tree_ORTHOMCL256_Inner8.nexus': ['tree_ORTHOMCL256_2_Inner6.nexus'], 'tree_ORTHOMCL256_2_Inner6.nexus': ['tree_ORTHOMCL256_Inner6.nexus', 'tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus'], 'tree_ORTHOMCL256_2_Inner7.nexus': ['tree_ORTHOMCL256_Inner6.nexus'], 'tree_ORTHOMCL256_2_Inner8.nexus': ['tree_ORTHOMCL256_Inner6.nexus']}, '6': {'tree_ORTHOMCL256_Inner7.nexus': ['tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus'], 'tree_ORTHOMCL256_Inner8.nexus': ['tree_ORTHOMCL256_2_Inner7.nexus'], 'tree_ORTHOMCL256_2_Inner7.nexus': ['tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus'], 'tree_ORTHOMCL256_2_Inner8.nexus': ['tree_ORTHOMCL256_Inner7.nexus']}, '8': {'tree_ORTHOMCL256_Inner8.nexus': ['tree_ORTHOMCL256_2_Inner8.nexus'], 'tree_ORTHOMCL256_2_Inner8.nexus': ['tree_ORTHOMCL256_Inner8.nexus']}}
3885;2756;9;1.9326740000451537;;
3890;2761;1;57.68017100012912;;
3891;2762;1;77.25525000000744;;
3892;2763;1;55.20119200014051;;
3893;2764;1;37.28314400018462;;
3894;2765;1;66.83544499992422;;
3895;2766;1;14.352265000070474;;
3896;2767;1;36.65261400010422;;
3897;2768;1;16.430096000021877;;
3898;2769;1;19.192657000075997;;
3899;2770;1;30.843220999940968;;
3900;2771;1;103.58054899984381;;
3901;2772;1;54.47894000008091;;
3902;2773;1;32.94329300001664;;
3903;2774;1;64.49271400015277;;
3904;2775;1;40.07959499995195;;
3905;2776;1;32.69874199986589;;
3906;2777;1;32.18615199989472;;
3907;2778;1;29.816331000120044;;
3908;2779;1;42.74636600007398;;
3909;2780;1;42.43001600002572;;
3910;2781;1;62.34757300012461;;
3911;2782;2;1.2120530000174767;;
3912;2783;2;2.8918600000906736;;
3913;2784;2;3.0761109999275504;;
3914;2785;2;2.2399590000077296;;
3915;2786;2;2.289045999987138;;
3916;2787;2;2.422163999881377;;
3917;2788;2;2.3015760000362206;;
3918;2789;2;1.9650909998745192;;
3919;2790;2;2.588276999858863;;
3920;2791;2;1.867106999952739;;
3921;2792;2;2.095755000027566;;
3922;2793;2;2.1414939999431226;;
3923;2794;2;1.6780519999883836;;
3924;2795;2;2.1711729998514784;;
3925;2796;2;1.8949630000406614;;
3926;2797;2;1.927668000007543;;
3927;2798;2;1.7901140001868043;;
3928;2799;2;1.6772540000147274;;
3929;2800;2;1.692162000153985;;
3930;2801;2;1.666515000124491;;
3931;2802;2;1.5895710000677354;;
3932;2803;2;1.719290999972145;;
3933;2804;2;1.653630999953748;;
3934;2805;2;1.7390850000538194;;
3935;2806;2;1.8434339999657823;;
3936;2807;3;;;['tree_ORTHOMCL1_Inner1.nexus', 'tree_ORTHOMCL1_Inner2.nexus', 'tree_ORTHOMCL1_Inner3.nexus']
3937;2807;6;367.55840100022397;;
3938;2808;3;;;['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus', 'tree_ORTHOMCL256_Inner3.nexus', 'tree_ORTHOMCL256_Inner4.nexus', 'tree_ORTHOMCL256_Inner5.nexus', 'tree_ORTHOMCL256_Inner6.nexus', 'tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus']
3939;2808;6;1272.2541150001234;;
3940;2809;3;;;['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus', 'tree_ORTHOMCL256_2_Inner3.nexus', 'tree_ORTHOMCL256_2_Inner4.nexus', 'tree_ORTHOMCL256_2_Inner5.nexus', 'tree_ORTHOMCL256_2_Inner6.nexus', 'tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus']
3941;2809;6;1303.1046830001287;;
3942;2810;3;;;['tree_ORTHOMCL320_Inner1.nexus', 'tree_ORTHOMCL320_Inner2.nexus', 'tree_ORTHOMCL320_Inner3.nexus', 'tree_ORTHOMCL320_Inner4.nexus', 'tree_ORTHOMCL320_Inner5.nexus', 'tree_ORTHOMCL320_Inner6.nexus', 'tree_ORTHOMCL320_Inner7.nexus']
3943;2810;6;962.0240990002458;;
3944;2811;3;;;['tree_ORTHOMCL337_Inner1.nexus', 'tree_ORTHOMCL337_Inner2.nexus', 'tree_ORTHOMCL337_Inner3.nexus', 'tree_ORTHOMCL337_Inner4.nexus', 'tree_ORTHOMCL337_Inner5.nexus', 'tree_ORTHOMCL337_Inner6.nexus', 'tree_ORTHOMCL337_Inner7.nexus']
3945;2811;6;973.4127120000267;;
3946;2812;3;;;['tree_ORTHOMCL358_Inner1.nexus', 'tree_ORTHOMCL358_Inner2.nexus', 'tree_ORTHOMCL358_Inner3.nexus', 'tree_ORTHOMCL358_Inner4.nexus', 'tree_ORTHOMCL358_Inner5.nexus', 'tree_ORTHOMCL358_Inner6.nexus', 'tree_ORTHOMCL358_Inner7.nexus']
3947;2812;6;913.9693930001158;;
3948;2813;3;;;['tree_ORTHOMCL364_Inner1.nexus', 'tree_ORTHOMCL364_Inner2.nexus', 'tree_ORTHOMCL364_Inner3.nexus', 'tree_ORTHOMCL364_Inner4.nexus', 'tree_ORTHOMCL364_Inner5.nexus', 'tree_ORTHOMCL364_Inner6.nexus', 'tree_ORTHOMCL364_Inner7.nexus']
3949;2813;6;951.819156000056;;
3950;2814;3;;;['tree_ORTHOMCL371_Inner1.nexus', 'tree_ORTHOMCL371_Inner2.nexus', 'tree_ORTHOMCL371_Inner3.nexus', 'tree_ORTHOMCL371_Inner4.nexus', 'tree_ORTHOMCL371_Inner5.nexus', 'tree_ORTHOMCL371_Inner6.nexus']
3951;2814;6;803.2917870000347;;
3952;2815;3;;;['tree_ORTHOMCL374_Inner1.nexus', 'tree_ORTHOMCL374_Inner2.nexus', 'tree_ORTHOMCL374_Inner3.nexus', 'tree_ORTHOMCL374_Inner4.nexus', 'tree_ORTHOMCL374_Inner5.nexus', 'tree_ORTHOMCL374_Inner6.nexus', 'tree_ORTHOMCL374_Inner7.nexus']
3953;2815;6;1020.9580559999267;;
3954;2816;3;;;['tree_ORTHOMCL421_Inner1.nexus', 'tree_ORTHOMCL421_Inner2.nexus', 'tree_ORTHOMCL421_Inner3.nexus', 'tree_ORTHOMCL421_Inner4.nexus', 'tree_ORTHOMCL421_Inner5.nexus', 'tree_ORTHOMCL421_Inner6.nexus']
3955;2816;6;769.4860410001638;;
3956;2817;3;;;['tree_ORTHOMCL424_Inner1.nexus', 'tree_ORTHOMCL424_Inner2.nexus', 'tree_ORTHOMCL424_Inner3.nexus', 'tree_ORTHOMCL424_Inner4.nexus', 'tree_ORTHOMCL424_Inner5.nexus', 'tree_ORTHOMCL424_Inner6.nexus']
3957;2817;6;760.5797169999278;;
3958;2818;3;;;['tree_ORTHOMCL441_Inner1.nexus', 'tree_ORTHOMCL441_Inner2.nexus', 'tree_ORTHOMCL441_Inner3.nexus', 'tree_ORTHOMCL441_Inner4.nexus', 'tree_ORTHOMCL441_Inner5.nexus', 'tree_ORTHOMCL441_Inner6.nexus']
3959;2818;6;875.553932999992;;
3960;2819;3;;;['tree_ORTHOMCL458_Inner1.nexus', 'tree_ORTHOMCL458_Inner2.nexus', 'tree_ORTHOMCL458_Inner3.nexus', 'tree_ORTHOMCL458_Inner4.nexus', 'tree_ORTHOMCL458_Inner5.nexus']
3961;2819;6;654.2337040000348;;
3962;2820;3;;;['tree_ORTHOMCL465_Inner1.nexus', 'tree_ORTHOMCL465_Inner2.nexus', 'tree_ORTHOMCL465_Inner3.nexus', 'tree_ORTHOMCL465_Inner4.nexus', 'tree_ORTHOMCL465_Inner5.nexus', 'tree_ORTHOMCL465_Inner6.nexus']
3963;2820;6;826.6061899998931;;
3964;2821;3;;;['tree_ORTHOMCL508_Inner1.nexus', 'tree_ORTHOMCL508_Inner2.nexus', 'tree_ORTHOMCL508_Inner3.nexus', 'tree_ORTHOMCL508_Inner4.nexus', 'tree_ORTHOMCL508_Inner5.nexus']
3965;2821;6;658.0276919999051;;
3966;2822;3;;;['tree_ORTHOMCL510_Inner1.nexus', 'tree_ORTHOMCL510_Inner2.nexus', 'tree_ORTHOMCL510_Inner3.nexus', 'tree_ORTHOMCL510_Inner4.nexus', 'tree_ORTHOMCL510_Inner5.nexus']
3967;2822;6;640.1266650000252;;
3968;2823;3;;;['tree_ORTHOMCL515_Inner1.nexus', 'tree_ORTHOMCL515_Inner2.nexus', 'tree_ORTHOMCL515_Inner3.nexus', 'tree_ORTHOMCL515_Inner4.nexus', 'tree_ORTHOMCL515_Inner5.nexus']
3969;2823;6;626.6407149996667;;
3970;2824;3;;;['tree_ORTHOMCL524_Inner1.nexus', 'tree_ORTHOMCL524_Inner2.nexus', 'tree_ORTHOMCL524_Inner3.nexus', 'tree_ORTHOMCL524_Inner4.nexus', 'tree_ORTHOMCL524_Inner5.nexus']
3971;2824;6;638.9499179999802;;
3972;2825;3;;;['tree_ORTHOMCL525_Inner1.nexus', 'tree_ORTHOMCL525_Inner2.nexus', 'tree_ORTHOMCL525_Inner3.nexus', 'tree_ORTHOMCL525_Inner4.nexus', 'tree_ORTHOMCL525_Inner5.nexus']
3973;2825;6;636.2649729999248;;
4126;2938;1;668.6366919998363;;
4127;2939;1;357.20250399981524;;
3974;2826;3;;;['tree_ORTHOMCL526_Inner1.nexus', 'tree_ORTHOMCL526_Inner2.nexus', 'tree_ORTHOMCL526_Inner3.nexus', 'tree_ORTHOMCL526_Inner4.nexus', 'tree_ORTHOMCL526_Inner5.nexus']
3975;2826;6;639.3759090001367;;
