es_id;se_id;statistics_id;value_float;value_integer;value_string
24251;17814;6;1304.2627140002878;;
24252;17815;3;;;['tree_ORTHOMCL791_Inner1.nexus', 'tree_ORTHOMCL791_Inner2.nexus', 'tree_ORTHOMCL791_Inner3.nexus', 'tree_ORTHOMCL791_Inner4.nexus']
24253;17815;6;1300.906341999962;;
24254;17816;3;;;['tree_ORTHOMCL818_Inner1.nexus', 'tree_ORTHOMCL818_Inner2.nexus', 'tree_ORTHOMCL818_Inner3.nexus', 'tree_ORTHOMCL818_Inner4.nexus']
24255;17816;6;1308.3961979996275;;
24256;17817;7;;8;
24257;17817;8;;;{'1': {'tree_ORTHOMCL256_Inner4.nexus': ['tree_ORTHOMCL256_2_Inner4.nexus', 'tree_ORTHOMCL256_2_Inner5.nexus', 'tree_ORTHOMCL256_2_Inner6.nexus', 'tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus'], 'tree_ORTHOMCL256_Inner5.nexus': ['tree_ORTHOMCL256_2_Inner4.nexus'], 'tree_ORTHOMCL256_Inner6.nexus': ['tree_ORTHOMCL256_2_Inner4.nexus'], 'tree_ORTHOMCL256_Inner7.nexus': ['tree_ORTHOMCL256_2_Inner4.nexus'], 'tree_ORTHOMCL256_Inner8.nexus': ['tree_ORTHOMCL256_2_Inner4.nexus'], 'tree_ORTHOMCL256_2_Inner4.nexus': ['tree_ORTHOMCL256_Inner4.nexus', 'tree_ORTHOMCL256_Inner5.nexus', 'tree_ORTHOMCL256_Inner6.nexus', 'tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus'], 'tree_ORTHOMCL256_2_Inner5.nexus': ['tree_ORTHOMCL256_Inner4.nexus'], 'tree_ORTHOMCL256_2_Inner6.nexus': ['tree_ORTHOMCL256_Inner4.nexus'], 'tree_ORTHOMCL256_2_Inner7.nexus': ['tree_ORTHOMCL256_Inner4.nexus'], 'tree_ORTHOMCL256_2_Inner8.nexus': ['tree_ORTHOMCL256_Inner4.nexus']}, '2': {'tree_ORTHOMCL256_Inner1.nexus': ['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus', 'tree_ORTHOMCL256_2_Inner3.nexus', 'tree_ORTHOMCL256_2_Inner5.nexus', 'tree_ORTHOMCL256_2_Inner6.nexus', 'tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus'], 'tree_ORTHOMCL256_Inner2.nexus': ['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus', 'tree_ORTHOMCL256_2_Inner3.nexus', 'tree_ORTHOMCL256_2_Inner5.nexus', 'tree_ORTHOMCL256_2_Inner6.nexus', 'tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus'], 'tree_ORTHOMCL256_Inner3.nexus': ['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus'], 'tree_ORTHOMCL256_Inner5.nexus': ['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus'], 'tree_ORTHOMCL256_Inner6.nexus': ['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus'], 'tree_ORTHOMCL256_Inner7.nexus': ['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus'], 'tree_ORTHOMCL256_Inner8.nexus': ['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus'], 'tree_ORTHOMCL256_2_Inner1.nexus': ['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus', 'tree_ORTHOMCL256_Inner3.nexus', 'tree_ORTHOMCL256_Inner5.nexus', 'tree_ORTHOMCL256_Inner6.nexus', 'tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus'], 'tree_ORTHOMCL256_2_Inner2.nexus': ['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus', 'tree_ORTHOMCL256_Inner3.nexus', 'tree_ORTHOMCL256_Inner5.nexus', 'tree_ORTHOMCL256_Inner6.nexus', 'tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus'], 'tree_ORTHOMCL256_2_Inner3.nexus': ['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus'], 'tree_ORTHOMCL256_2_Inner5.nexus': ['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus'], 'tree_ORTHOMCL256_2_Inner6.nexus': ['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus'], 'tree_ORTHOMCL256_2_Inner7.nexus': ['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus'], 'tree_ORTHOMCL256_2_Inner8.nexus': ['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus']}, '3': {'tree_ORTHOMCL256_Inner3.nexus': ['tree_ORTHOMCL256_2_Inner3.nexus', 'tree_ORTHOMCL256_2_Inner5.nexus', 'tree_ORTHOMCL256_2_Inner6.nexus', 'tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus'], 'tree_ORTHOMCL256_Inner5.nexus': ['tree_ORTHOMCL256_2_Inner3.nexus'], 'tree_ORTHOMCL256_Inner6.nexus': ['tree_ORTHOMCL256_2_Inner3.nexus'], 'tree_ORTHOMCL256_Inner7.nexus': ['tree_ORTHOMCL256_2_Inner3.nexus'], 'tree_ORTHOMCL256_Inner8.nexus': ['tree_ORTHOMCL256_2_Inner3.nexus'], 'tree_ORTHOMCL256_2_Inner3.nexus': ['tree_ORTHOMCL256_Inner3.nexus', 'tree_ORTHOMCL256_Inner5.nexus', 'tree_ORTHOMCL256_Inner6.nexus', 'tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus'], 'tree_ORTHOMCL256_2_Inner5.nexus': ['tree_ORTHOMCL256_Inner3.nexus'], 'tree_ORTHOMCL256_2_Inner6.nexus': ['tree_ORTHOMCL256_Inner3.nexus'], 'tree_ORTHOMCL256_2_Inner7.nexus': ['tree_ORTHOMCL256_Inner3.nexus'], 'tree_ORTHOMCL256_2_Inner8.nexus': ['tree_ORTHOMCL256_Inner3.nexus']}, '4': {'tree_ORTHOMCL256_Inner5.nexus': ['tree_ORTHOMCL256_2_Inner5.nexus', 'tree_ORTHOMCL256_2_Inner6.nexus', 'tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus'], 'tree_ORTHOMCL256_Inner6.nexus': ['tree_ORTHOMCL256_2_Inner5.nexus'], 'tree_ORTHOMCL256_Inner7.nexus': ['tree_ORTHOMCL256_2_Inner5.nexus'], 'tree_ORTHOMCL256_Inner8.nexus': ['tree_ORTHOMCL256_2_Inner5.nexus'], 'tree_ORTHOMCL256_2_Inner5.nexus': ['tree_ORTHOMCL256_Inner5.nexus', 'tree_ORTHOMCL256_Inner6.nexus', 'tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus'], 'tree_ORTHOMCL256_2_Inner6.nexus': ['tree_ORTHOMCL256_Inner5.nexus'], 'tree_ORTHOMCL256_2_Inner7.nexus': ['tree_ORTHOMCL256_Inner5.nexus'], 'tree_ORTHOMCL256_2_Inner8.nexus': ['tree_ORTHOMCL256_Inner5.nexus']}, '5': {'tree_ORTHOMCL256_Inner6.nexus': ['tree_ORTHOMCL256_2_Inner6.nexus', 'tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus'], 'tree_ORTHOMCL256_Inner7.nexus': ['tree_ORTHOMCL256_2_Inner6.nexus'], 'tree_ORTHOMCL256_Inner8.nexus': ['tree_ORTHOMCL256_2_Inner6.nexus'], 'tree_ORTHOMCL256_2_Inner6.nexus': ['tree_ORTHOMCL256_Inner6.nexus', 'tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus'], 'tree_ORTHOMCL256_2_Inner7.nexus': ['tree_ORTHOMCL256_Inner6.nexus'], 'tree_ORTHOMCL256_2_Inner8.nexus': ['tree_ORTHOMCL256_Inner6.nexus']}, '6': {'tree_ORTHOMCL256_Inner7.nexus': ['tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus'], 'tree_ORTHOMCL256_Inner8.nexus': ['tree_ORTHOMCL256_2_Inner7.nexus'], 'tree_ORTHOMCL256_2_Inner7.nexus': ['tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus'], 'tree_ORTHOMCL256_2_Inner8.nexus': ['tree_ORTHOMCL256_Inner7.nexus']}, '8': {'tree_ORTHOMCL256_Inner8.nexus': ['tree_ORTHOMCL256_2_Inner8.nexus'], 'tree_ORTHOMCL256_2_Inner8.nexus': ['tree_ORTHOMCL256_Inner8.nexus']}}
24258;17817;9;3.1106060000638536;;
24259;17818;1;302.6224689999708;;
24260;17819;1;560.4490330000544;;
24261;17820;1;560.0315089999413;;
24262;17821;1;682.6745340000571;;
24263;17822;1;802.2537930000908;;
24264;17823;1;1020.9674850000283;;
24265;17824;1;722.0133200000873;;
24266;17825;1;483.3469550000018;;
24267;17826;1;842.9139109999824;;
24268;17827;1;222.7575460000253;;
24269;17828;1;500.3104470000608;;
24270;17829;1;273.1946560001006;;
24271;17830;1;362.24603699997715;;
24272;17831;1;383.04627800005164;;
24273;17832;1;1401.000133000025;;
24274;17833;1;742.0123409999633;;
24275;17834;1;459.6845779999512;;
24276;17835;1;882.1462010000687;;
24277;17836;1;580.6548200000634;;
24278;17837;1;500.89885299996695;;
24279;17838;1;442.9951360000359;;
24280;17839;1;460.20008499999676;;
24281;17840;1;639.9535489999835;;
24282;17841;1;620.6389429999035;;
24283;17842;1;900.1330569999482;;
24284;17843;1;783.4415620000073;;
24285;17844;1;781.7607650000582;;
24286;17845;1;1161.2578199999462;;
24287;17846;1;803.1224200000224;;
24288;17847;1;822.7204000000938;;
24289;17848;1;882.1678750000501;;
24290;17849;1;1021.4888140000085;;
24291;17850;1;960.5429779999213;;
24292;17851;1;643.3506140000418;;
24293;17852;1;601.9171079999523;;
24294;17853;1;122.13605900001312;;
24295;17854;1;280.9002720000535;;
24296;17855;1;501.8415309999682;;
24297;17856;1;679.7139620000507;;
24298;17857;1;960.3661699999293;;
24299;17858;1;682.7854650000518;;
24300;17859;1;681.5991720000056;;
24301;17860;1;500.0569979999909;;
24302;17861;1;121.20248199994421;;
24303;17862;1;342.3539330000267;;
24304;17863;1;762.7974140000333;;
24305;17864;1;1541.7280679999976;;
24306;17865;1;1482.0971020000115;;
24307;17866;1;461.34820700001455;;
24308;17867;1;1302.7208050000354;;
24309;17868;1;739.8395709999477;;
24310;17869;1;418.55411299991374;;
24311;17870;1;842.2156679999944;;
24312;17871;1;221.1106380000274;;
24313;17872;1;782.511584999952;;
24314;17873;1;1239.4031750000067;;
24315;17874;1;781.4720009999974;;
24316;17875;1;442.3407209999368;;
24317;17876;1;559.7953420000294;;
24318;17877;1;183.14430499992795;;
24319;17878;1;281.63190199995825;;
24320;17879;1;602.7907239999877;;
24321;17880;1;441.72104099993703;;
24322;17881;1;702.9497380000294;;
24323;17882;1;282.7625510000189;;
24324;17883;1;460.67985899992436;;
24325;17884;1;462.61433100005434;;
24326;17885;1;782.0387819999723;;
24327;17886;1;960.7155060000423;;
24328;17887;1;1042.9958820000138;;
24329;17888;2;1.5508129999943776;;
24330;17889;2;59.992864999912854;;
24331;17890;2;60.09914200012645;;
24332;17891;2;2.743153999972492;;
24333;17892;2;3.0390320000606152;;
24334;17893;2;2.6314130000173463;;
24335;17894;2;3.029674999879717;;
24336;17895;2;2.3875419999512815;;
24337;17896;2;3.0797400002029462;;
24338;17897;2;2.3137400000905473;;
24339;17898;2;2.5007680001181143;;
24340;17899;2;2.763948999927379;;
24341;17900;2;2.0325689999936003;;
24342;17901;2;2.680812000107835;;
24343;17902;2;2.2951949999878707;;
24344;17903;2;2.117320000024847;;
24345;17904;2;2.038128999856781;;
24346;17905;2;2.05887300012364;;
24347;17906;2;1.9925399999465299;;
24348;17907;2;2.0118429999911314;;
24349;17908;2;2.0427540000582667;;
24350;17909;2;2.1463210000547406;;
24351;17910;2;2.0875549998891074;;
24352;17911;2;2.0451259999845206;;
24353;17912;2;2.0253770001090743;;
24354;17913;2;1.9062359999679757;;
24355;17914;2;2.066301000013482;;
24356;17915;2;2.0136539999384695;;
24357;17916;2;2.250856999808093;;
24358;17917;2;2.052821999996013;;
24359;17918;2;2.0094789999802742;;
24360;17919;2;2.0575319999807107;;
24361;17920;2;2.2219270001642144;;
24362;17921;2;1.9902900000943191;;
24363;17922;2;2.079411000067921;;
24364;17923;2;2.0642209999550687;;
24365;17924;2;2.1551939998971648;;
24366;17925;2;1.9866279999405378;;
24367;17926;2;2.243677000024036;;
24368;17927;2;2.0990970001548703;;
24369;17928;2;6.170407000126943;;
24370;17929;2;1.7211880001468671;;
24376;17935;2;1.7682699999568285;;
24377;17936;2;1.7305129999840574;;
24378;17937;2;1.8100499999036401;;
24379;17938;2;1.7365720000270812;;
24380;17939;2;1.6878310000265628;;
24381;17940;2;1.7943989998912002;;
24382;17941;2;1.6588329999649432;;
24383;17942;2;1.796727000055398;;
24384;17943;2;1.7009670000334154;;
24385;17944;2;1.759198999934597;;
24386;17945;2;1.7307030000210943;;
24387;17946;2;1.7449179999857733;;
24388;17947;2;1.7774749999261985;;
24389;17948;2;1.741453000022375;;
24390;17949;2;1.7046660000232805;;
24391;17950;2;1.7810000001645676;;
24392;17951;2;1.6745849998187623;;
24393;17952;2;1.6272039999876142;;
24394;17953;2;1.7571079999925132;;
24395;17954;2;1.892708000013954;;
24396;17955;2;1.8038650000562484;;
24397;17956;2;1.7222310000306607;;
24398;17957;2;1.7673639999884472;;
24399;17958;3;;;['tree_ORTHOMCL1_Inner1.nexus', 'tree_ORTHOMCL1_Inner2.nexus', 'tree_ORTHOMCL1_Inner3.nexus']
24400;17958;6;12900.508729000023;;
24401;17959;3;;;['tree_ORTHOMCL256_Inner1.nexus', 'tree_ORTHOMCL256_Inner2.nexus', 'tree_ORTHOMCL256_Inner3.nexus', 'tree_ORTHOMCL256_Inner4.nexus', 'tree_ORTHOMCL256_Inner5.nexus', 'tree_ORTHOMCL256_Inner6.nexus', 'tree_ORTHOMCL256_Inner7.nexus', 'tree_ORTHOMCL256_Inner8.nexus']
24402;17959;6;47602.85414399999;;
24403;17960;3;;;['tree_ORTHOMCL256_2_Inner1.nexus', 'tree_ORTHOMCL256_2_Inner2.nexus', 'tree_ORTHOMCL256_2_Inner3.nexus', 'tree_ORTHOMCL256_2_Inner4.nexus', 'tree_ORTHOMCL256_2_Inner5.nexus', 'tree_ORTHOMCL256_2_Inner6.nexus', 'tree_ORTHOMCL256_2_Inner7.nexus', 'tree_ORTHOMCL256_2_Inner8.nexus']
24404;17960;6;47122.112372999996;;
24405;17961;3;;;['tree_ORTHOMCL320_Inner1.nexus', 'tree_ORTHOMCL320_Inner2.nexus', 'tree_ORTHOMCL320_Inner3.nexus', 'tree_ORTHOMCL320_Inner4.nexus', 'tree_ORTHOMCL320_Inner5.nexus', 'tree_ORTHOMCL320_Inner6.nexus', 'tree_ORTHOMCL320_Inner7.nexus']
24406;17961;6;34061.97362199998;;
24407;17962;3;;;['tree_ORTHOMCL337_Inner1.nexus', 'tree_ORTHOMCL337_Inner2.nexus', 'tree_ORTHOMCL337_Inner3.nexus', 'tree_ORTHOMCL337_Inner4.nexus', 'tree_ORTHOMCL337_Inner5.nexus', 'tree_ORTHOMCL337_Inner6.nexus', 'tree_ORTHOMCL337_Inner7.nexus']
24408;17962;6;35459.547849000046;;
24409;17963;3;;;['tree_ORTHOMCL358_Inner1.nexus', 'tree_ORTHOMCL358_Inner2.nexus', 'tree_ORTHOMCL358_Inner3.nexus', 'tree_ORTHOMCL358_Inner4.nexus', 'tree_ORTHOMCL358_Inner5.nexus', 'tree_ORTHOMCL358_Inner6.nexus', 'tree_ORTHOMCL358_Inner7.nexus']
24410;17963;6;33199.31215099996;;
24411;17964;3;;;['tree_ORTHOMCL364_Inner1.nexus', 'tree_ORTHOMCL364_Inner2.nexus', 'tree_ORTHOMCL364_Inner3.nexus', 'tree_ORTHOMCL364_Inner4.nexus', 'tree_ORTHOMCL364_Inner5.nexus', 'tree_ORTHOMCL364_Inner6.nexus', 'tree_ORTHOMCL364_Inner7.nexus']
24412;17964;6;34759.17983799991;;
24413;17965;3;;;['tree_ORTHOMCL371_Inner1.nexus', 'tree_ORTHOMCL371_Inner2.nexus', 'tree_ORTHOMCL371_Inner3.nexus', 'tree_ORTHOMCL371_Inner4.nexus', 'tree_ORTHOMCL371_Inner5.nexus', 'tree_ORTHOMCL371_Inner6.nexus']
24414;17965;6;29319.934986000022;;
24415;17966;3;;;['tree_ORTHOMCL374_Inner1.nexus', 'tree_ORTHOMCL374_Inner2.nexus', 'tree_ORTHOMCL374_Inner3.nexus', 'tree_ORTHOMCL374_Inner4.nexus', 'tree_ORTHOMCL374_Inner5.nexus', 'tree_ORTHOMCL374_Inner6.nexus', 'tree_ORTHOMCL374_Inner7.nexus']
24416;17966;6;37740.753830000016;;
24417;17967;3;;;['tree_ORTHOMCL421_Inner1.nexus', 'tree_ORTHOMCL421_Inner2.nexus', 'tree_ORTHOMCL421_Inner3.nexus', 'tree_ORTHOMCL421_Inner4.nexus', 'tree_ORTHOMCL421_Inner5.nexus', 'tree_ORTHOMCL421_Inner6.nexus']
24418;17967;6;28038.69013100007;;
24419;17968;3;;;['tree_ORTHOMCL424_Inner1.nexus', 'tree_ORTHOMCL424_Inner2.nexus', 'tree_ORTHOMCL424_Inner3.nexus', 'tree_ORTHOMCL424_Inner4.nexus', 'tree_ORTHOMCL424_Inner5.nexus', 'tree_ORTHOMCL424_Inner6.nexus']
24420;17968;6;27439.732103999973;;
24421;17969;3;;;['tree_ORTHOMCL441_Inner1.nexus', 'tree_ORTHOMCL441_Inner2.nexus', 'tree_ORTHOMCL441_Inner3.nexus', 'tree_ORTHOMCL441_Inner4.nexus', 'tree_ORTHOMCL441_Inner5.nexus', 'tree_ORTHOMCL441_Inner6.nexus']
24422;17969;6;31901.385553999942;;
24423;17970;3;;;['tree_ORTHOMCL458_Inner1.nexus', 'tree_ORTHOMCL458_Inner2.nexus', 'tree_ORTHOMCL458_Inner3.nexus', 'tree_ORTHOMCL458_Inner4.nexus', 'tree_ORTHOMCL458_Inner5.nexus']
24424;17970;6;23699.944339000012;;
24425;17971;3;;;['tree_ORTHOMCL465_Inner1.nexus', 'tree_ORTHOMCL465_Inner2.nexus', 'tree_ORTHOMCL465_Inner3.nexus', 'tree_ORTHOMCL465_Inner4.nexus', 'tree_ORTHOMCL465_Inner5.nexus', 'tree_ORTHOMCL465_Inner6.nexus']
24426;17971;6;30099.65523300002;;
24427;17972;3;;;['tree_ORTHOMCL508_Inner1.nexus', 'tree_ORTHOMCL508_Inner2.nexus', 'tree_ORTHOMCL508_Inner3.nexus', 'tree_ORTHOMCL508_Inner4.nexus', 'tree_ORTHOMCL508_Inner5.nexus']
24428;17972;6;23800.855252000132;;
24429;17973;3;;;['tree_ORTHOMCL510_Inner1.nexus', 'tree_ORTHOMCL510_Inner2.nexus', 'tree_ORTHOMCL510_Inner3.nexus', 'tree_ORTHOMCL510_Inner4.nexus', 'tree_ORTHOMCL510_Inner5.nexus']
24430;17973;6;23019.64004599995;;
24431;17974;3;;;['tree_ORTHOMCL515_Inner1.nexus', 'tree_ORTHOMCL515_Inner2.nexus', 'tree_ORTHOMCL515_Inner3.nexus', 'tree_ORTHOMCL515_Inner4.nexus', 'tree_ORTHOMCL515_Inner5.nexus']
24432;17974;6;22360.94901399997;;
24433;17975;3;;;['tree_ORTHOMCL524_Inner1.nexus', 'tree_ORTHOMCL524_Inner2.nexus', 'tree_ORTHOMCL524_Inner3.nexus', 'tree_ORTHOMCL524_Inner4.nexus', 'tree_ORTHOMCL524_Inner5.nexus']
24434;17975;6;22981.85431900015;;
24435;17976;3;;;['tree_ORTHOMCL525_Inner1.nexus', 'tree_ORTHOMCL525_Inner2.nexus', 'tree_ORTHOMCL525_Inner3.nexus', 'tree_ORTHOMCL525_Inner4.nexus', 'tree_ORTHOMCL525_Inner5.nexus']
24436;17976;6;22860.372306000045;;
24437;17977;3;;;['tree_ORTHOMCL526_Inner1.nexus', 'tree_ORTHOMCL526_Inner2.nexus', 'tree_ORTHOMCL526_Inner3.nexus', 'tree_ORTHOMCL526_Inner4.nexus', 'tree_ORTHOMCL526_Inner5.nexus']
24438;17977;6;23382.636892000162;;
24439;17978;3;;;['tree_ORTHOMCL534_Inner1.nexus', 'tree_ORTHOMCL534_Inner2.nexus', 'tree_ORTHOMCL534_Inner3.nexus', 'tree_ORTHOMCL534_Inner4.nexus', 'tree_ORTHOMCL534_Inner5.nexus']
24440;17978;6;22301.059025000086;;
24441;17979;3;;;['tree_ORTHOMCL537_Inner1.nexus', 'tree_ORTHOMCL537_Inner2.nexus', 'tree_ORTHOMCL537_Inner3.nexus', 'tree_ORTHOMCL537_Inner4.nexus', 'tree_ORTHOMCL537_Inner5.nexus']
24442;17979;6;22998.665251000148;;
24443;17980;3;;;['tree_ORTHOMCL540_Inner1.nexus', 'tree_ORTHOMCL540_Inner2.nexus', 'tree_ORTHOMCL540_Inner3.nexus', 'tree_ORTHOMCL540_Inner4.nexus', 'tree_ORTHOMCL540_Inner5.nexus']
24444;17980;6;22860.535620999828;;
24445;17981;3;;;['tree_ORTHOMCL557_Inner1.nexus', 'tree_ORTHOMCL557_Inner2.nexus', 'tree_ORTHOMCL557_Inner3.nexus', 'tree_ORTHOMCL557_Inner4.nexus', 'tree_ORTHOMCL557_Inner5.nexus']
24446;17981;6;23680.45406100009;;
24447;17982;3;;;['tree_ORTHOMCL581_Inner1.nexus', 'tree_ORTHOMCL581_Inner2.nexus', 'tree_ORTHOMCL581_Inner3.nexus', 'tree_ORTHOMCL581_Inner4.nexus', 'tree_ORTHOMCL581_Inner5.nexus']
24448;17982;6;22339.14066599982;;
24449;17983;3;;;['tree_ORTHOMCL588_Inner1.nexus', 'tree_ORTHOMCL588_Inner2.nexus', 'tree_ORTHOMCL588_Inner3.nexus', 'tree_ORTHOMCL588_Inner4.nexus', 'tree_ORTHOMCL588_Inner5.nexus']
24450;17983;6;22401.52410499991;;
24451;17984;3;;;['tree_ORTHOMCL592_Inner1.nexus', 'tree_ORTHOMCL592_Inner2.nexus', 'tree_ORTHOMCL592_Inner3.nexus', 'tree_ORTHOMCL592_Inner4.nexus', 'tree_ORTHOMCL592_Inner5.nexus']
24452;17984;6;23659.63448499997;;
24453;17985;3;;;['tree_ORTHOMCL596_Inner1.nexus', 'tree_ORTHOMCL596_Inner2.nexus', 'tree_ORTHOMCL596_Inner3.nexus', 'tree_ORTHOMCL596_Inner4.nexus', 'tree_ORTHOMCL596_Inner5.nexus']
24454;17985;6;23100.605718999985;;
24455;17986;3;;;['tree_ORTHOMCL609_Inner1.nexus', 'tree_ORTHOMCL609_Inner2.nexus', 'tree_ORTHOMCL609_Inner3.nexus', 'tree_ORTHOMCL609_Inner4.nexus', 'tree_ORTHOMCL609_Inner5.nexus']
24456;17986;6;25822.495919999936;;
24457;17987;3;;;['tree_ORTHOMCL613_Inner1.nexus', 'tree_ORTHOMCL613_Inner2.nexus', 'tree_ORTHOMCL613_Inner3.nexus', 'tree_ORTHOMCL613_Inner4.nexus', 'tree_ORTHOMCL613_Inner5.nexus']
24458;17987;6;23642.21757999985;;
24459;17988;3;;;['tree_ORTHOMCL617_Inner1.nexus', 'tree_ORTHOMCL617_Inner2.nexus', 'tree_ORTHOMCL617_Inner3.nexus', 'tree_ORTHOMCL617_Inner4.nexus', 'tree_ORTHOMCL617_Inner5.nexus']
24460;17988;6;23039.375901000087;;
24461;17989;3;;;['tree_ORTHOMCL625_Inner1.nexus', 'tree_ORTHOMCL625_Inner2.nexus', 'tree_ORTHOMCL625_Inner3.nexus', 'tree_ORTHOMCL625_Inner4.nexus', 'tree_ORTHOMCL625_Inner5.nexus']
24462;17989;6;23061.05974800016;;
24463;17990;3;;;['tree_ORTHOMCL626_Inner1.nexus', 'tree_ORTHOMCL626_Inner2.nexus', 'tree_ORTHOMCL626_Inner3.nexus', 'tree_ORTHOMCL626_Inner4.nexus', 'tree_ORTHOMCL626_Inner5.nexus']
24464;17990;6;23060.579274000018;;
24465;17991;3;;;['tree_ORTHOMCL641_Inner1.nexus', 'tree_ORTHOMCL641_Inner2.nexus', 'tree_ORTHOMCL641_Inner3.nexus', 'tree_ORTHOMCL641_Inner4.nexus', 'tree_ORTHOMCL641_Inner5.nexus']
24466;17991;6;22919.799700000112;;
24467;17992;3;;;['tree_ORTHOMCL648_Inner1.nexus', 'tree_ORTHOMCL648_Inner2.nexus', 'tree_ORTHOMCL648_Inner3.nexus', 'tree_ORTHOMCL648_Inner4.nexus', 'tree_ORTHOMCL648_Inner5.nexus']
24468;17992;6;22981.103902000086;;
24469;17993;3;;;['tree_ORTHOMCL650_Inner1.nexus', 'tree_ORTHOMCL650_Inner2.nexus', 'tree_ORTHOMCL650_Inner3.nexus', 'tree_ORTHOMCL650_Inner4.nexus', 'tree_ORTHOMCL650_Inner5.nexus']
24470;17993;6;23722.68728400013;;
24471;17994;3;;;['tree_ORTHOMCL652_Inner1.nexus', 'tree_ORTHOMCL652_Inner2.nexus', 'tree_ORTHOMCL652_Inner3.nexus', 'tree_ORTHOMCL652_Inner4.nexus', 'tree_ORTHOMCL652_Inner5.nexus']
24472;17994;6;24459.336424999947;;
24473;17995;3;;;['tree_ORTHOMCL659_Inner1.nexus', 'tree_ORTHOMCL659_Inner2.nexus', 'tree_ORTHOMCL659_Inner3.nexus', 'tree_ORTHOMCL659_Inner4.nexus', 'tree_ORTHOMCL659_Inner5.nexus']
24474;17995;6;22520.62527699991;;
24475;17996;3;;;['tree_ORTHOMCL665_Inner1.nexus', 'tree_ORTHOMCL665_Inner2.nexus', 'tree_ORTHOMCL665_Inner3.nexus', 'tree_ORTHOMCL665_Inner4.nexus', 'tree_ORTHOMCL665_Inner5.nexus']
24476;17996;6;25722.315203000107;;
24477;17997;3;;;['tree_ORTHOMCL667_Inner1.nexus', 'tree_ORTHOMCL667_Inner2.nexus', 'tree_ORTHOMCL667_Inner3.nexus', 'tree_ORTHOMCL667_Inner4.nexus', 'tree_ORTHOMCL667_Inner5.nexus']
24478;17997;6;23041.029699999854;;
24479;17998;3;;;['tree_ORTHOMCL680_Inner1.nexus', 'tree_ORTHOMCL680_Inner2.nexus', 'tree_ORTHOMCL680_Inner3.nexus', 'tree_ORTHOMCL680_Inner4.nexus', 'tree_ORTHOMCL680_Inner5.nexus']
24480;17998;6;23780.896818999736;;
24481;17999;3;;;['tree_ORTHOMCL721_Inner1.nexus', 'tree_ORTHOMCL721_Inner2.nexus', 'tree_ORTHOMCL721_Inner3.nexus', 'tree_ORTHOMCL721_Inner4.nexus']
24482;17999;6;18139.416525999877;;
24483;18000;3;;;['tree_ORTHOMCL726_Inner1.nexus', 'tree_ORTHOMCL726_Inner2.nexus', 'tree_ORTHOMCL726_Inner3.nexus', 'tree_ORTHOMCL726_Inner4.nexus']
24484;18000;6;17996.58743300006;;
